a1, b1, c1, a2, b2, c2, a3, b3, c3
0.017487,-0.053009,1.190338,0.035729,-0.038185,1.006738,-0.018242,-0.014824,0.183600,
0.146088,-0.051361,0.991592,0.046765,-0.039502,1.005224,0.099323,-0.011859,-0.013631,
0.054886,-0.040695,1.036850,0.047577,-0.039622,1.008386,0.007309,-0.001073,0.028464,
-0.002182,-0.031342,1.015472,0.042601,-0.038794,1.009095,-0.044783,0.007452,0.006378,
0.139496,-0.050110,0.931412,0.052290,-0.039925,1.001327,0.087206,-0.010185,-0.069915,
-0.046539,-0.021805,0.962677,0.042407,-0.038113,0.997462,-0.088947,0.016308,-0.034785,
-0.020752,-0.049789,1.016464,0.036091,-0.039281,0.999362,-0.056843,-0.010509,0.017102,
0.067444,-0.054550,1.019409,0.039227,-0.040808,1.001367,0.028217,-0.013742,0.018043,
0.143463,-0.045410,0.912674,0.049650,-0.041268,0.992497,0.093813,-0.004142,-0.079823,
-0.059921,-0.006363,0.944656,0.038693,-0.037778,0.987713,-0.098614,0.031415,-0.043057,
0.001648,-0.031036,1.040146,0.034989,-0.037103,0.992957,-0.033341,0.006067,0.047189,
-0.021713,-0.066162,0.969376,0.029318,-0.040009,0.990598,-0.051032,-0.026153,-0.021223,
-0.013031,-0.050415,1.027405,0.025083,-0.041050,0.994279,-0.038114,-0.009365,0.033126,
0.073456,-0.048126,0.970139,0.029921,-0.041758,0.991865,0.043535,-0.006369,-0.021726,
0.077408,-0.035721,0.976929,0.034669,-0.041154,0.990371,0.042738,0.005433,-0.013443,
-0.008972,-0.031494,1.023300,0.030305,-0.040188,0.993664,-0.039277,0.008694,0.029636,
0.071014,-0.078735,1.043350,0.034376,-0.044043,0.998633,0.036638,-0.034693,0.044717,
0.140610,-0.046600,0.890991,0.045000,-0.044298,0.987869,0.095610,-0.002302,-0.096877,
-0.023422,-0.024536,1.005341,0.038157,-0.042322,0.989616,-0.061580,0.017786,0.015725,
0.153259,-0.054947,0.851791,0.049668,-0.043585,0.975833,0.103592,-0.011362,-0.124042,
-0.051529,-0.020630,1.017807,0.039548,-0.041289,0.980031,-0.091077,0.020659,0.037776,
0.065109,-0.082504,1.068954,0.042104,-0.045411,0.988923,0.023005,-0.037094,0.080031,
0.134811,-0.037216,0.911530,0.051375,-0.044591,0.981184,0.083437,0.007375,-0.069654,
-0.035934,-0.011673,1.017868,0.042644,-0.041299,0.984852,-0.078578,0.029626,0.033016,
0.071777,-0.096420,1.068207,0.045557,-0.046811,0.993188,0.026220,-0.049609,0.075019,
0.135468,-0.057587,0.957062,0.054548,-0.047889,0.989575,0.080919,-0.009698,-0.032513,
-0.039886,-0.016479,1.023819,0.045105,-0.044748,0.992999,-0.084991,0.028269,0.030819,
0.038330,-0.041061,1.058380,0.044427,-0.044379,0.999538,-0.006097,0.003318,0.058843,
-0.024643,-0.035461,1.065552,0.037520,-0.043488,1.006139,-0.062163,0.008026,0.059413,
0.106125,-0.064682,1.016968,0.044381,-0.045607,1.007222,0.061744,-0.019075,0.009746,
-0.053207,-0.009781,0.961502,0.034622,-0.042024,1.002650,-0.087829,0.032244,-0.041148,
-0.024551,-0.022247,1.068359,0.028705,-0.040047,1.009221,-0.053256,0.017799,0.059139,
0.148590,-0.035416,0.840698,0.040693,-0.039584,0.992369,0.107897,0.004168,-0.151670,
-0.068619,0.011490,0.982803,0.029762,-0.034476,0.991412,-0.098381,0.045966,-0.008609,
0.081360,-0.109375,1.060562,0.034922,-0.041966,0.998327,0.046438,-0.067409,0.062235,
-0.037170,-0.027390,1.063370,0.027713,-0.040508,1.004831,-0.064883,0.013119,0.058538,
0.130722,-0.049301,0.952011,0.038013,-0.041388,0.999549,0.092709,-0.007913,-0.047538,
-0.113190,0.010956,0.970520,0.022893,-0.036153,0.996646,-0.136083,0.047109,-0.026126,
-0.208740,-0.429108,-0.931305,-0.000270,-0.075449,0.803851,-0.208470,-0.353659,-1.735156,
-0.191101,-0.404892,-0.914642,-0.019353,-0.108393,0.632002,-0.171748,-0.296499,-1.546644,
-0.195541,-0.370438,-0.946594,-0.036972,-0.134598,0.474142,-0.158569,-0.235840,-1.420737,
-0.212601,-0.413834,-0.885208,-0.054535,-0.162521,0.338207,-0.158066,-0.251312,-1.223415,
-0.149353,-0.486893,-0.847275,-0.064017,-0.194958,0.219659,-0.085336,-0.291934,-1.066934,
-0.101761,-0.485535,-0.867508,-0.067791,-0.224016,0.110942,-0.033970,-0.261519,-0.978450,
-0.157578,-0.444168,-0.895157,-0.076770,-0.246031,0.010332,-0.080808,-0.198137,-0.905489,
-0.117813,-0.527985,-0.811035,-0.080874,-0.274227,-0.071804,-0.036939,-0.253758,-0.739231,
-0.191254,-0.495468,-0.811157,-0.091912,-0.296351,-0.145740,-0.099342,-0.199117,-0.665418,
-0.181152,-0.542770,-0.757324,-0.100836,-0.320993,-0.206898,-0.080316,-0.221778,-0.550426,
-0.177460,-0.569153,-0.778671,-0.108498,-0.345809,-0.264075,-0.068961,-0.223344,-0.514596,
-0.211853,-0.514755,-0.785553,-0.118834,-0.362703,-0.316223,-0.093019,-0.152052,-0.469330,
-0.187714,-0.528152,-0.793030,-0.125722,-0.379248,-0.363904,-0.061992,-0.148904,-0.429126,
-0.211075,-0.536407,-0.791214,-0.134257,-0.394964,-0.406635,-0.076818,-0.141443,-0.384579,
-0.234222,-0.526825,-0.796463,-0.144254,-0.408150,-0.445618,-0.089969,-0.118675,-0.350845,
-0.199768,-0.564056,-0.760239,-0.149805,-0.423741,-0.477080,-0.049963,-0.140316,-0.283159,
-0.224670,-0.537766,-0.788376,-0.157292,-0.435143,-0.508209,-0.067379,-0.102622,-0.280166,
-0.215195,-0.564758,-0.788971,-0.163082,-0.448105,-0.536286,-0.052113,-0.116653,-0.252685,
-0.212936,-0.535706,-0.815872,-0.168067,-0.456865,-0.564244,-0.044869,-0.078841,-0.251628,
-0.224960,-0.555313,-0.739899,-0.173757,-0.466710,-0.581810,-0.051204,-0.088603,-0.158089,
-0.240433,-0.561691,-0.777420,-0.180424,-0.476208,-0.601371,-0.060008,-0.085483,-0.176049,
-0.147736,-0.533188,-0.881241,-0.177155,-0.481906,-0.629358,0.029420,-0.051282,-0.251883,
